"","Sequence","mcg","gvh","alm","mit","erl","pox","vac","nuc","class"
"377","GLS1_YEAST",0.2,0.34,0.33,0.1,0.5,0,0.48,0.31,6
"411","HIP1_YEAST",0.48,0.46,0.38,0.29,0.5,0,0.53,0.22,6
"415","HMD1_YEAST",0.51,0.63,0.3,0.35,0.5,0,0.53,0.27,6
"416","HMD2_YEAST",0.53,0.68,0.34,0.42,0.5,0,0.54,0.27,6
"424","HXTY_YEAST",0.33,0.28,0.31,0.24,0.5,0,0.53,0.22,6
"432","HS30_YEAST",0.37,0.62,0.34,0.25,0.5,0,0.51,0.22,6
"443","HXT1_YEAST",0.3,0.5,0.34,0.26,0.5,0,0.51,0.22,6
"444","HXT2_YEAST",0.49,0.4,0.34,0.26,0.5,0,0.5,0.22,6
"445","HXT3_YEAST",0.34,0.4,0.3,0.23,0.5,0,0.51,0.22,6
"446","HXT4_YEAST",0.43,0.44,0.3,0.18,0.5,0,0.51,0.22,6
"447","HXT5_YEAST",0.43,0.45,0.37,0.12,0.5,0,0.48,0.22,6
"448","HXT6_YEAST",0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,6
"449","HXT7_YEAST",0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,6
"450","HXT8_YEAST",0.42,0.44,0.33,0.17,0.5,0,0.54,0.27,6
"469","IRA1_YEAST",0.47,0.59,0.43,0.13,0.5,0,0.56,0.3,6
"470","IRA2_YEAST",0.4,0.45,0.42,0.17,0.5,0,0.54,0.26,6
"474","ITR1_YEAST",0.49,0.41,0.32,0.21,0.5,0,0.5,0.32,6
"475","ITR2_YEAST",0.35,0.53,0.35,0.33,0.5,0,0.5,0.32,6
"477","YJ12_YEAST",0.5,0.46,0.42,0.32,0.5,0,0.56,0.55,6
"481","YJ36_YEAST",0.32,0.36,0.34,0.19,0.5,0,0.55,0.26,6
"482","YJ43_YEAST",0.4,0.51,0.42,0.13,0.5,0,0.45,0.25,6
"485","YJ90_YEAST",0.65,0.61,0.39,0.3,0.5,0,0.57,0.28,6
"486","YJ91_YEAST",0.47,0.43,0.35,0.32,0.5,0,0.54,0.22,6
"498","KIN1_YEAST",0.48,0.43,0.45,0.17,0.5,0,0.48,0.37,6
"499","KIN2_YEAST",0.36,0.35,0.47,0.22,0.5,0,0.44,0.31,6
"508","KRE6_YEAST",0.37,0.55,0.29,0.32,0.5,0,0.51,0.22,6
"517","LAG1_YEAST",0.42,0.51,0.39,0.22,0.5,0,0.49,0.26,6
"528","LGT3_YEAST",0.46,0.4,0.38,0.18,0.5,0,0.49,0.22,6
"532","LYP1_YEAST",0.46,0.14,0.36,0.21,0.5,0,0.5,0.25,6
"542","MA3T_YEAST",0.39,0.37,0.33,0.23,0.5,0,0.53,0.26,6
"545","MA6T_YEAST",0.39,0.37,0.33,0.23,0.5,0,0.52,0.26,6
"561","MDL1_YEAST",0.51,0.47,0.41,0.44,0.5,0,0.5,0.22,6
"570","MEP1_YEAST",0.47,0.6,0.35,0.21,0.5,0,0.52,0.22,6
"666","YNE2_YEAST",0.44,0.41,0.29,0.21,0.5,0,0.49,0.22,6
"716","PEM2_YEAST",0.48,0.49,0.45,0.23,0.5,0,0.51,0.22,6
"731","ATC2_YEAST",0.53,0.51,0.36,0.13,0.5,0,0.52,0.22,6
"743","PDR5_YEAST",0.41,0.48,0.38,0.13,0.5,0,0.51,0.35,6
"779","PPB_YEAST",0.39,0.81,0.35,0.28,0.5,0,0.51,0.45,6
"781","PH84_YEAST",0.38,0.45,0.37,0.19,0.5,0,0.52,0.3,6
"783","YCS7_YEAST",0.31,0.3,0.34,0.19,0.5,0,0.55,0.3,6
"791","PIS_YEAST",0.47,0.61,0.5,0.23,0.5,0,0.49,0.22,6
"793","ATH1_YEAST",0.49,0.6,0.3,0.34,0.5,0,0.5,0.43,6
"794","ATH2_YEAST",0.27,0.56,0.3,0.14,0.5,0,0.52,0.39,6
"799","ATC1_YEAST",0.44,0.43,0.34,0.21,0.5,0,0.55,0.4,6
"800","ATN1_YEAST",0.39,0.49,0.3,0.19,0.5,0,0.52,0.31,6
"802","PMT1_YEAST",0.37,0.51,0.39,0.18,0.5,0,0.51,0.27,6
"803","PMT2_YEAST",0.27,0.49,0.36,0.26,0.5,0,0.49,0.26,6
"814","PPA1_YEAST",0.66,0.55,0.34,0.2,0.5,0,0.62,0.22,6
"856","PTR2_YEAST",0.36,0.33,0.38,0.15,0.5,0,0.55,0.36,6
"863","PUT4_YEAST",0.58,0.53,0.33,0.26,0.5,0,0.51,0.22,6
"906","RER1_YEAST",0.45,0.66,0.39,0.11,0.5,0,0.54,0.22,6
"1034","RSD1_YEAST",0.57,0.5,0.4,0.08,0.5,0,0.47,0.22,6
"1042","TAT2_YEAST",0.39,0.46,0.33,0.18,0.5,0,0.53,0.22,6
"1065","SC59_YEAST",0.51,0.51,0.32,0.27,0.5,0,0.54,0.22,6
"1067","S61A_YEAST",0.55,0.72,0.35,0.26,0.5,0,0.49,0.22,6
"1068","SC62_YEAST",0.54,0.44,0.35,0.19,0.5,0,0.51,0.27,6
"1069","NPL1_YEAST",0.65,0.66,0.37,0.12,0.5,0,0.52,0.27,6
"1078","SED4_YEAST",0.52,0.55,0.39,0.09,1,0,0.55,0.25,6
"1079","SED5_YEAST",0.42,0.28,0.33,0.23,0.5,0,0.39,0.26,6
"1103","SKN1_YEAST",0.38,0.42,0.31,0.35,0.5,0,0.52,0.22,6
"1107","SLA2_YEAST",0.46,0.48,0.38,0.22,0.5,0,0.39,0.45,6
"1109","SLN1_YEAST",0.52,0.65,0.36,0.37,0.5,0,0.52,0.34,6
"1112","SLY4_YEAST",0.4,0.43,0.36,0.33,0.5,0,0.51,0.22,6
"1120","SNC1_YEAST",0.27,0.41,0.24,0.2,0.5,0,0.49,0.22,6
"1121","SNC2_YEAST",0.25,0.35,0.22,0.18,0.5,0,0.46,0.22,6
"1124","SNF3_YEAST",0.37,0.4,0.38,0.18,0.5,0,0.51,0.22,6
"1131","SNQ2_YEAST",0.45,0.57,0.38,0.28,0.5,0,0.53,0.31,6
"1167","SRPR_YEAST",0.55,0.46,0.47,0.15,0.5,0,0.47,0.22,6
"1184","SSO1_YEAST",0.41,0.42,0.23,0.16,0.5,0,0.4,0.22,6
"1185","SSO2_YEAST",0.25,0.42,0.21,0.14,0.5,0,0.41,0.22,6
"1187","S61G_YEAST",0.49,0.31,0.43,0.24,0.5,0,0.54,0.22,6
"1188","SST2_YEAST",0.46,0.41,0.43,0.18,0.5,0,0.54,0.22,6
"1191","DAP1_YEAST",0.32,0.36,0.28,0.38,0.5,0,0.5,0.4,6
"1192","ST14_YEAST",0.4,0.65,0.38,0.17,0.5,0,0.57,0.22,6
"1194","STE2_YEAST",0.49,0.55,0.41,0.19,0.5,0,0.48,0.31,6
"1199","STE6_YEAST",0.46,0.61,0.38,0.35,0.5,0,0.49,0.22,6
"1203","STL1_YEAST",0.36,0.5,0.39,0.23,0.5,0,0.5,0.22,6
"1215","SUL1_YEAST",0.43,0.28,0.41,0.32,0.5,0,0.52,0.22,6
"1227","SYG1_YEAST",0.31,0.51,0.38,0.18,0.5,0,0.46,0.31,6
"1229","VAL1_YEAST",0.31,0.4,0.31,0.17,0.5,0,0.52,0.22,6
"1288","TRK1_YEAST",0.55,0.39,0.39,0.47,0.5,0,0.5,0.83,6
"1289","TRK2_YEAST",0.59,0.48,0.41,0.53,0.5,0,0.48,0.56,6
"1313","UBC6_YEAST",0.43,0.48,0.36,0.26,0.5,0,0.52,0.22,6
"1321","UGA4_YEAST",0.42,0.51,0.33,0.16,0.5,0,0.54,0.22,6
"1330","USO1_YEAST",0.5,0.47,0.45,0.14,0.5,0,0.53,0.32,6
"1361","YAC2_YEAST",0.49,0.53,0.36,0.15,0.5,0,0.52,0.27,6
"1362","YAE2_YEAST",0.39,0.63,0.41,0.27,0.5,0,0.49,0.22,6
"1366","YAG7_YEAST",0.49,0.49,0.4,0.2,0.5,0,0.48,0.26,6
"1371","AP54_YEAST",0.33,0.49,0.46,0.22,0.5,0,0.53,0.33,6
"1372","ADB1_YEAST",0.47,0.41,0.46,0.18,0.5,0,0.53,0.22,6
"1376","YBE2_YEAST",0.26,0.3,0.37,0.15,0.5,0,0.53,0.25,6
"1378","YBI8_YEAST",0.45,0.5,0.43,0.16,0.5,0,0.52,0.28,6
"1381","YBT6_YEAST",0.54,0.44,0.38,0.22,0.5,0,0.54,0.3,6
"1382","YBY2_YEAST",0.22,0.53,0.36,0.22,0.5,0,0.54,0.31,6
"1384","YB30_YEAST",0.43,0.41,0.37,0.18,0.5,0,0.54,0.31,6
"1386","YB33_YEAST",0.46,0.59,0.38,0.12,0.5,0,0.5,0.22,6
"1391","YB91_YEAST",0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,6
"1393","YB8G_YEAST",0.65,0.62,0.26,0.33,0.5,0,0.55,0.22,6
"1395","YCFI_YEAST",0.47,0.61,0.32,0.27,0.5,0,0.5,0.3,6
"1399","YCD8_YEAST",0.3,0.68,0.41,0.17,0.5,0,0.51,0.22,6
"1401","YCH0_YEAST",0.55,0.35,0.36,0.29,0.5,0,0.51,0.22,6
"1402","YCQ0_YEAST",0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,6
"1403","YCQ7_YEAST",0.67,0.61,0.39,0.24,0.5,0,0.51,0.22,6
"1406","YCR8_YEAST",0.39,0.56,0.34,0.18,0.5,0,0.49,0.22,6
"1407","YCS4_YEAST",0.51,0.38,0.42,0.21,0.5,0,0.46,0.34,6
"1408","YCT8_YEAST",0.32,0.45,0.39,0.14,0.5,0,0.45,0.22,6
"1412","YCY8_YEAST",0.28,0.48,0.36,0.16,0.5,0,0.53,0.22,6
"1414","YD66_YEAST",0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,6
"1417","YEA6_YEAST",0.42,0.71,0.45,0.15,0.5,0,0.48,0.22,6
"1418","YEP0_YEAST",0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,6
"1420","YGL1_YEAST",0.38,0.56,0.38,0.16,0.5,0,0.53,0.22,6
"1422","YHA8_YEAST",0.63,0.65,0.42,0.18,0.5,0,0.54,0.27,6
"1425","YHC6_YEAST",0.61,0.76,0.3,0.16,0.5,0,0.45,0.41,6
"1427","YHD5_YEAST",0.38,0.67,0.33,0.17,0.5,0,0.51,0.22,6
"1428","YHE0_YEAST",0.39,0.33,0.33,0.23,0.5,0,0.47,0.22,6
"1429","YHF0_YEAST",0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,6
"1430","YHG2_YEAST",0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,6
"1431","YHI7_YEAST",0.29,0.26,0.43,0.17,0.5,0,0.55,0.3,6
"1432","YHJ2_YEAST",0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,6
"1434","YHK8_YEAST",0.49,0.56,0.37,0.2,0.5,0,0.53,0.22,6
"1439","YHT3_YEAST",0.49,0.55,0.35,0.23,0.5,0,0.57,0.22,6
"1441","YHU2_YEAST",0.6,0.68,0.3,0.27,0.5,0,0.55,0.22,6
"1446","YIB3_YEAST",0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,6
"1454","YKA8_YEAST",0.3,0.37,0.4,0.45,0.5,0,0.48,0.41,6
"1467","YK68_YEAST",0.32,0.29,0.29,0.08,0.5,0,0.52,0.22,6
"1","ADT1_YEAST",0.58,0.61,0.47,0.13,0.5,0,0.48,0.22,7
"2","ADT2_YEAST",0.43,0.67,0.48,0.27,0.5,0,0.53,0.22,7
"3","ADT3_YEAST",0.64,0.62,0.49,0.15,0.5,0,0.53,0.22,7
"5","AATM_YEAST",0.42,0.44,0.48,0.54,0.5,0,0.48,0.22,7
"7","ABC1_YEAST",0.5,0.54,0.48,0.65,0.5,0,0.53,0.22,7
"9","ABF2_YEAST",0.55,0.5,0.66,0.36,0.5,0,0.49,0.22,7
"14","ACON_YEAST",0.6,0.4,0.52,0.46,0.5,0,0.53,0.22,7
"15","ACR1_YEAST",0.66,0.55,0.45,0.19,0.5,0,0.46,0.22,7
"26","ADH3_YEAST",0.51,0.51,0.52,0.51,0.5,0,0.54,0.22,7
"29","KAD2_YEAST",0.63,0.67,0.57,0.24,0.5,0,0.49,0.22,7
"32","AFG3_YEAST",0.51,0.51,0.43,0.87,0.5,0,0.52,0.22,7
"37","YMX1_YEAST",0.72,0.61,0.45,0.3,0.5,0,0.54,0.25,7
"39","DHA1_YEAST",0.59,0.53,0.43,0.44,0.5,0,0.5,0.22,7
"40","DHA2_YEAST",0.57,0.53,0.53,0.34,0.5,0,0.53,0.22,7
"60","AR56_YEAST",0.45,0.58,0.48,0.67,0.5,0,0.52,0.22,7
"61","ARGD_YEAST",0.43,0.35,0.52,0.52,0.5,0,0.54,0.22,7
"73","ATM1_YEAST",0.6,0.5,0.44,0.61,0.5,0,0.47,0.22,7
"74","ATPA_YEAST",0.45,0.55,0.54,0.66,0.5,0,0.47,0.22,7
"75","ATPY_YEAST",0.46,0.49,0.58,0.23,0.5,0,0.44,0.22,7
"76","ATPS_YEAST",0.49,0.42,0.56,0.55,0.5,0,0.42,0.25,7
"77","ATPT_YEAST",0.63,0.53,0.54,0.4,0.5,0,0.5,0.22,7
"78","ATPU_YEAST",0.5,0.54,0.53,0.54,0.5,0,0.51,0.27,7
"79","ATPE_YEAST",0.63,0.57,0.59,0.4,0.5,0,0.38,0.22,7
"80","ATPB_YEAST",0.43,0.57,0.51,0.49,0.5,0,0.48,0.22,7
"81","ATPG_YEAST",0.48,0.45,0.55,0.5,0.5,0,0.53,0.22,7
"82","ATPD_YEAST",0.5,0.58,0.46,0.46,0.5,0,0.46,0.22,7
"83","ATPO_YEAST",0.51,0.54,0.6,0.57,0.5,0,0.58,0.22,7
"84","ATP7_YEAST",0.54,0.52,0.63,0.37,0.5,0,0.46,0.22,7
"85","ATP8_YEAST",0.67,0.62,0.4,0.43,0.5,0.83,0.5,0.22,7
"92","BCS1_YEAST",0.46,0.38,0.47,0.22,0.5,0,0.52,0.27,7
"98","CYBM_YEAST",0.61,0.72,0.39,0.33,0.5,0,0.58,0.22,7
"99","YMC4_YEAST",0.78,0.75,0.4,0.28,0.5,0,0.53,0.22,7
"116","CBP1_YEAST",0.45,0.45,0.5,0.6,0.5,0,0.49,0.22,7
"117","CBP2_YEAST",0.59,0.67,0.56,0.41,0.5,0,0.47,0.22,7
"118","CBP3_YEAST",0.47,0.47,0.57,0.48,0.5,0,0.48,0.22,7
"119","CBP4_YEAST",0.35,0.52,0.48,0.22,0.5,0,0.26,0.22,7
"120","CBP6_YEAST",0.47,0.41,0.66,0.26,0.5,0,0.53,0.22,7
"121","NC5R_YEAST",0.64,0.62,0.29,0.28,0.5,0,0.51,0.22,7
"122","CBS1_YEAST",0.55,0.53,0.55,0.46,0.5,0,0.52,0.22,7
"123","CBS2_YEAST",0.67,0.62,0.54,0.43,0.5,0,0.53,0.22,7
"124","TNT_YEAST",0.59,0.6,0.49,0.43,0.5,0,0.53,0.31,7
"126","CCE1_YEAST",0.58,0.62,0.54,0.17,0.5,0,0.48,0.22,7
"128","CCPR_YEAST",0.46,0.71,0.48,0.53,0.5,0,0.53,0.22,7
"160","CEM1_YEAST",0.71,0.59,0.48,0.43,0.5,0,0.59,0.22,7
"175","CISY_YEAST",0.38,0.68,0.44,0.45,0.5,0,0.53,0.22,7
"192","CYB_YEAST",0.61,0.72,0.31,0.33,0.5,0,0.56,0.22,7
"194","COQ1_YEAST",0.52,0.51,0.51,0.54,0.5,0,0.55,0.27,7
"195","COQ2_YEAST",0.63,0.56,0.45,0.58,0.5,0,0.51,0.22,7
"196","COQ3_YEAST",0.52,0.56,0.54,0.53,0.5,0,0.45,0.22,7
"197","UCR1_YEAST",0.58,0.58,0.58,0.49,0.5,0,0.49,0.26,7
"198","COT1_YEAST",0.72,0.62,0.34,0.29,0.5,0,0.56,0.28,7
"199","COX1_YEAST",0.72,0.61,0.37,0.3,0.5,0,0.57,0.22,7
"200","COXX_YEAST",0.46,0.43,0.38,0.33,0.5,0,0.48,0.28,7
"201","COXZ_YEAST",0.57,0.57,0.44,0.37,0.5,0,0.52,0.25,7
"202","COXG_YEAST",0.42,0.31,0.62,0.12,0.5,0,0.4,0.22,7
"203","COXE_YEAST",0.49,0.46,0.45,0.45,0.5,0,0.52,0.22,7
"204","YEX1_YEAST",0.42,0.58,0.41,0.65,0.5,0,0.46,0.26,7
"205","COX2_YEAST",0.59,0.61,0.34,0.22,0.5,0,0.51,0.22,7
"206","COX3_YEAST",0.52,0.77,0.38,0.34,0.5,0,0.51,0.22,7
"207","COX4_YEAST",0.5,0.52,0.6,0.51,0.5,0,0.48,0.22,7
"208","COXA_YEAST",0.49,0.6,0.43,0.56,0.5,0,0.36,0.22,7
"209","COXB_YEAST",0.5,0.41,0.44,0.5,0.5,0,0.42,0.22,7
"210","COX6_YEAST",0.5,0.4,0.56,0.7,0.5,0,0.5,0.22,7
"211","COX7_YEAST",0.37,0.58,0.44,0.51,0.5,0,0.44,0.22,7
"212","COX8_YEAST",0.55,0.45,0.45,0.54,0.5,0,0.5,0.22,7
"213","COX9_YEAST",0.67,0.68,0.46,0.29,0.5,0,0.46,0.22,7
"218","CYPC_YEAST",0.47,0.46,0.59,0.49,0.5,0,0.56,0.22,7
"239","CYB2_YEAST",0.53,0.44,0.51,0.33,0.5,0,0.52,0.22,7
"240","CYC1_YEAST",0.46,0.54,0.71,0.15,0.5,0,0.59,0.22,7
"241","CYC2_YEAST",0.4,0.56,0.48,0.14,0.5,0,0.47,0.22,7
"242","CCHL_YEAST",0.53,0.53,0.6,0.13,0.5,0,0.49,0.22,7
"243","CYC7_YEAST",0.42,0.57,0.72,0.22,0.5,0,0.57,0.22,7
"247","CY1_YEAST",0.44,0.68,0.45,0.51,0.5,0,0.52,0.41,7
"248","CYT2_YEAST",0.27,0.39,0.66,0.11,0.5,0,0.44,0.22,7
"266","DLD1_YEAST",0.47,0.65,0.54,0.62,0.5,0,0.53,0.36,7
"391","GPDM_YEAST",0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,7
"400","HEM1_YEAST",0.57,0.59,0.5,0.58,0.5,0,0.53,0.22,7
"403","HEMZ_YEAST",0.47,0.45,0.53,0.62,0.5,0,0.46,0.22,7
"429","CH10_YEAST",0.55,0.53,0.56,0.29,0.5,0,0.48,0.22,7
"433","HS60_YEAST",0.45,0.56,0.51,0.64,0.5,0,0.54,0.22,7
"434","HSP7_YEAST",0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,7
"440","SYH_YEAST",0.51,0.68,0.49,0.59,0.5,0,0.54,0.27,7
"452","IDH1_YEAST",0.53,0.56,0.49,0.46,0.5,0,0.52,0.22,7
"453","IDH2_YEAST",0.45,0.54,0.54,0.62,0.5,0,0.53,0.22,7
"455","IDHP_YEAST",0.51,0.52,0.48,0.5,0.5,0,0.51,0.22,7
"456","IF2M_YEAST",0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,7
"458","THDH_YEAST",0.5,0.53,0.45,0.44,0.5,0,0.49,0.22,7
"459","ILVB_YEAST",0.45,0.59,0.53,0.74,0.5,0,0.47,0.25,7
"460","ILV5_YEAST",0.57,0.61,0.55,0.67,0.5,0,0.48,0.22,7
"462","IMP1_YEAST",0.67,0.51,0.53,0.28,0.5,0,0.51,0.22,7
"463","IMP2_YEAST",0.35,0.49,0.47,0.22,0.5,0,0.5,0.28,7
"464","IATP_YEAST",0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,7
"472","IS42_YEAST",0.58,0.55,0.52,0.22,0.5,0,0.44,0.22,7
"473","ISP6_YEAST",0.59,0.57,0.46,0.14,0.5,0,0.52,0.22,7
"480","ACOX_YEAST",0.46,0.41,0.5,0.44,0.5,0,0.53,0.22,7
"494","ODO1_YEAST",0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,7
"495","ODO2_YEAST",0.53,0.5,0.54,0.56,0.5,0,0.49,0.41,7
"516","MSF1_YEAST",0.36,0.44,0.57,0.18,0.5,0,0.42,0.22,7
"521","ODP2_YEAST",0.48,0.57,0.52,0.61,0.5,0,0.51,0.22,7
"527","LEU1_YEAST",0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,7
"529","LIP5_YEAST",0.68,0.5,0.55,0.65,0.5,0,0.46,0.31,7
"531","DLDH_YEAST",0.48,0.48,0.5,0.47,0.5,0,0.55,0.22,7
"548","MPP2_YEAST",0.5,0.62,0.54,0.66,0.5,0,0.49,0.22,7
"549","MPP1_YEAST",0.47,0.54,0.54,0.48,0.5,0,0.53,0.26,7
"550","OM20_YEAST",0.72,0.58,0.42,0.28,0.5,0,0.48,0.22,7
"551","MAS6_YEAST",0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,7
"552","OM70_YEAST",0.81,0.65,0.52,0.41,0.5,0,0.57,0.26,7
"557","MDHM_YEAST",0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,7
"560","MDJ1_YEAST",0.4,0.52,0.53,0.52,0.5,0,0.51,0.22,7
"564","MD10_YEAST",0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,7
"566","EFG1_YEAST",0.53,0.48,0.45,0.44,0.5,0,0.49,0.27,7
"567","EFG2_YEAST",0.49,0.48,0.46,0.63,0.5,0,0.52,0.22,7
"582","GRPE_YEAST",0.45,0.48,0.63,0.67,0.5,0,0.48,0.22,7
"583","MGM1_YEAST",0.66,0.52,0.52,0.44,0.5,0,0.56,0.27,7
"584","M101_YEAST",0.5,0.49,0.59,0.47,0.5,0,0.49,0.36,7
"588","DPOG_YEAST",0.48,0.47,0.54,0.55,0.5,0,0.51,0.65,7
"589","MPCP_YEAST",0.6,0.59,0.45,0.23,0.5,0,0.55,0.22,7
"590","C1TM_YEAST",0.45,0.73,0.47,0.65,0.5,0,0.54,0.43,7
"597","MOD5_YEAST",0.67,0.51,0.54,0.21,0.5,0,0.43,0.3,7
"599","MPI1_YEAST",0.4,0.68,0.5,0.82,0.5,0,0.44,0.36,7
"600","MPI2_YEAST",0.59,0.57,0.43,0.26,0.5,0,0.51,0.22,7
"602","RF1M_YEAST",0.6,0.62,0.54,0.4,0.5,0,0.5,0.22,7
"603","RT01_YEAST",0.36,0.4,0.53,0.48,0.5,0,0.48,0.22,7
"604","RT13_YEAST",0.51,0.42,0.56,0.38,0.5,0,0.46,0.22,7
"605","RT17_YEAST",0.41,0.54,0.58,0.2,0.5,0,0.52,0.22,7
"606","RT02_YEAST",0.57,0.4,0.62,0.3,0.5,0,0.48,0.11,7
"607","RM41_YEAST",0.52,0.5,0.59,0.31,0.5,0,0.5,0.22,7
"608","RT04_YEAST",0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,7
"609","RM49_YEAST",0.5,0.46,0.64,0.36,0.5,0,0.49,0.22,7
"610","RM02_YEAST",0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,7
"611","RT08_YEAST",0.45,0.38,0.64,0.14,0.5,0,0.54,0.22,7
"612","RM13_YEAST",0.6,0.57,0.64,0.52,0.5,0,0.47,0.28,7
"613","RM16_YEAST",0.53,0.42,0.58,0.29,0.5,0,0.5,0.22,7
"614","RM20_YEAST",0.41,0.52,0.53,0.41,0.5,0,0.39,0.33,7
"615","RM25_YEAST",0.45,0.43,0.63,0.4,0.5,0,0.59,0.11,7
"616","RM27_YEAST",0.44,0.44,0.67,0.35,0.5,0,0.48,0.26,7
"617","RM31_YEAST",0.58,0.52,0.61,0.33,0.5,0,0.38,0.11,7
"618","RM32_YEAST",0.57,0.61,0.55,0.27,0.5,0,0.44,0.21,7
"619","RM33_YEAST",0.57,0.58,0.58,0.35,0.5,0,0.49,0.22,7
"620","RM36_YEAST",0.64,0.64,0.56,0.21,0.5,0,0.5,0.22,7
"621","RM37_YEAST",0.56,0.5,0.61,0.49,0.5,0,0.46,0.28,7
"622","RM38_YEAST",0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,7
"623","RM04_YEAST",0.36,0.38,0.56,0.44,0.5,0,0.48,0.22,7
"624","RM44_YEAST",0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,7
"625","RM06_YEAST",0.62,0.59,0.54,0.47,0.5,0,0.46,0.22,7
"626","RM08_YEAST",0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,7
"627","RM09_YEAST",0.58,0.53,0.57,0.46,0.5,0,0.51,0.27,7
"628","RT28_YEAST",0.65,0.53,0.55,0.52,0.5,0,0.47,0.27,7
"629","RT05_YEAST",0.38,0.54,0.54,0.41,0.5,0,0.51,0.22,7
"630","RT09_YEAST",0.58,0.53,0.5,0.53,0.5,0,0.47,0.31,7
"631","MRS1_YEAST",0.61,0.46,0.51,0.37,0.5,0,0.51,0.22,7
"632","MRS2_YEAST",0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,7
"633","MRS3_YEAST",0.54,0.64,0.5,0.13,0.5,0,0.49,0.22,7
"634","MRS4_YEAST",0.4,0.74,0.49,0.16,0.5,0,0.51,0.22,7
"636","SYDM_YEAST",0.51,0.56,0.51,0.42,0.5,0,0.53,0.36,7
"637","SYFM_YEAST",0.43,0.32,0.5,0.29,0.5,0,0.5,0.22,7
"638","MSH1_YEAST",0.49,0.44,0.45,0.55,0.5,0,0.48,0.22,7
"642","SYKM_YEAST",0.5,0.56,0.49,0.61,0.5,0,0.5,0.22,7
"643","SYMM_YEAST",0.51,0.48,0.51,0.43,0.5,0,0.49,0.22,7
"647","MSP1_YEAST",0.63,0.6,0.5,0.27,0.5,0,0.55,0.22,7
"648","SYR_YEAST",0.46,0.44,0.53,0.31,0.5,0,0.48,0.22,7
"649","MSS1_YEAST",0.58,0.57,0.54,0.69,0.5,0,0.54,0.22,7
"650","MS16_YEAST",0.61,0.59,0.47,0.49,0.5,0,0.54,0.22,7
"651","MS18_YEAST",0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,7
"652","MS51_YEAST",0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,7
"653","SYTM_YEAST",0.41,0.47,0.58,0.62,0.5,0,0.5,0.22,7
"654","SYWM_YEAST",0.44,0.53,0.53,0.37,0.5,0,0.51,0.22,7
"656","MTF1_YEAST",0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,7
"670","NAM1_YEAST",0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,7
"671","SYLM_YEAST",0.6,0.51,0.52,0.45,0.5,0,0.5,0.27,7
"673","NAM9_YEAST",0.37,0.51,0.57,0.4,0.5,0,0.48,0.27,7
"680","NDI1_YEAST",0.53,0.61,0.51,0.49,0.5,0,0.54,0.27,7
"699","NUC1_YEAST",0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,7
"711","ATP9_YEAST",0.78,0.65,0.4,0.16,0.5,0,0.63,0.22,7
"712","ATP6_YEAST",0.52,0.64,0.34,0.16,0.5,0,0.57,0.22,7
"713","OM45_YEAST",0.75,0.66,0.64,0.39,0.5,0,0.46,0.32,7
"714","PORI_YEAST",0.41,0.49,0.58,0.22,0.5,0,0.52,0.22,7
"719","YM38_YEAST",0.39,0.28,0.54,0.14,0.5,0,0.59,0.22,7
"732","ODPA_YEAST",0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,7
"733","ODPB_YEAST",0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,7
"745","ODPX_YEAST",0.45,0.58,0.59,0.44,0.5,0,0.56,0.22,7
"753","PT11_YEAST",0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,7
"754","PT12_YEAST",0.45,0.53,0.47,0.43,0.5,0,0.5,0.27,7
"755","PT17_YEAST",0.75,0.6,0.43,0.35,0.5,0,0.45,0.27,7
"756","PT22_YEAST",0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,7
